,Unnamed: 0,Pig,Evit,Cu,Litter,Start,Weight,Feed,Time
70,71,4643,Evit000,Cu000,2,27.0,91.79999000000001,148.400001,11
71,72,4643,Evit000,Cu000,2,27.0,100.19995,170.0,12
72,73,4645,Evit200,Cu035,2,27.7,27.7,,1
73,74,4645,Evit200,Cu035,2,27.7,33.59998,10.0,2
74,75,4645,Evit200,Cu035,2,27.7,44.0,28.5,3
75,76,4645,Evit200,Cu035,2,27.7,46.69998,40.0,4
76,77,4645,Evit200,Cu035,2,27.7,54.79999,55.200001,5
77,78,4645,Evit200,Cu035,2,27.7,61.0,69.0,6
78,79,4645,Evit200,Cu035,2,27.7,69.79999000000001,88.0,7
79,80,4645,Evit200,Cu035,2,27.7,76.0,104.400002,8
80,81,4645,Evit200,Cu035,2,27.7,83.59998,121.800003,9
81,82,4645,Evit200,Cu035,2,27.7,88.19995,140.0,10
82,83,4645,Evit200,Cu035,2,27.7,96.79999000000001,157.20000100000001,11
83,84,4645,Evit200,Cu035,2,27.7,102.29999000000001,180.0,12
84,85,4756,Evit200,Cu000,3,17.0,17.0,,1
85,86,4756,Evit200,Cu000,3,17.0,19.0,9.900002,2
86,87,4756,Evit200,Cu000,3,17.0,23.59999,18.5,3
87,88,4756,Evit200,Cu000,3,17.0,30.0,28.900002,4
88,89,4756,Evit200,Cu000,3,17.0,36.29999,38.100002,5
89,90,4756,Evit200,Cu000,3,17.0,42.39999,52.799999,6
90,91,4756,Evit200,Cu000,3,17.0,50.5,66.799999,7
91,92,4756,Evit200,Cu000,3,17.0,57.59998,86.0,8
92,93,4756,Evit200,Cu000,3,17.0,66.59998,106.0,9
93,94,4756,Evit200,Cu000,3,17.0,74.19995,123.0,10
94,95,4756,Evit200,Cu000,3,17.0,83.0,141.900002,11
95,96,4756,Evit200,Cu000,3,17.0,89.29999000000001,163.70000100000001,12
96,97,4757,Evit000,Cu000,3,26.899990000000003,26.899990000000003,,1
97,98,4757,Evit000,Cu000,3,26.899990000000003,32.29999,9.900002,2
98,99,4757,Evit000,Cu000,3,26.899990000000003,38.59998,20.200004999999997,3
99,100,4757,Evit000,Cu000,3,26.899990000000003,46.0,30.0,4
100,101,4757,Evit000,Cu000,3,26.899990000000003,57.79999,40.0,5
101,102,4757,Evit000,Cu000,3,26.899990000000003,58.59998,62.800003000000004,6
102,103,4757,Evit000,Cu000,3,26.899990000000003,65.89996,78.300003,7
103,104,4757,Evit000,Cu000,3,26.899990000000003,71.19995,97.900002,8
104,105,4757,Evit000,Cu000,3,26.899990000000003,79.39996,115.800003,9
105,106,4757,Evit000,Cu000,3,26.899990000000003,81.0,129.0,10
106,107,4757,Evit000,Cu000,3,26.899990000000003,91.69995,150.0,11
107,108,4757,Evit000,Cu000,3,26.899990000000003,91.0,156.800003,12
108,109,4759,Evit200,Cu035,3,22.59999,22.59999,,1
109,110,4759,Evit200,Cu035,3,22.59999,28.5,10.600006,2
110,111,4759,Evit200,Cu035,3,22.59999,32.69998,21.100006,3
111,112,4759,Evit200,Cu035,3,22.59999,39.89999,33.300003000000004,4
112,113,4759,Evit200,Cu035,3,22.59999,47.59998,47.1,5
113,114,4759,Evit200,Cu035,3,22.59999,53.79999,63.400002,6
114,115,4759,Evit200,Cu035,3,22.59999,63.0,80.800003,7
115,116,4759,Evit200,Cu035,3,22.59999,67.19995,98.100002,8
116,117,4759,Evit200,Cu035,3,22.59999,74.09998,111.900002,9
117,118,4759,Evit200,Cu035,3,22.59999,80.0,128.900002,10
118,119,4759,Evit200,Cu035,3,22.59999,89.39996,152.100002,11
119,120,4759,Evit200,Cu035,3,22.59999,93.5,171.700005,12
120,121,4760,Evit000,Cu175,3,15.0,15.0,,1
121,122,4760,Evit000,Cu175,3,15.0,19.39999,7.900002000000001,2
122,123,4760,Evit000,Cu175,3,15.0,21.39999,15.0,3
123,124,4760,Evit000,Cu175,3,15.0,25.29999,22.100002,4
124,125,4760,Evit000,Cu175,3,15.0,31.899990000000003,29.900002,5
125,126,4760,Evit000,Cu175,3,15.0,37.59998,41.800003000000004,6
126,127,4760,Evit000,Cu175,3,15.0,43.69998,57.60000600000001,7
127,128,4760,Evit000,Cu175,3,15.0,48.89999,69.5,8
128,129,4760,Evit000,Cu175,3,15.0,53.699980000000004,83.800003,9
129,130,4760,Evit000,Cu175,3,15.0,59.29999,93.200001,10
130,131,4760,Evit000,Cu175,3,15.0,64.89996,107.900002,11
131,132,4760,Evit000,Cu175,3,15.0,65.79999000000001,117.300003,12
132,133,4813,Evit000,Cu035,4,27.29999,27.29999,,1
133,134,4813,Evit000,Cu035,4,27.29999,32.39999,10.300003,2
134,135,4813,Evit000,Cu035,4,27.29999,38.29999,22.800003,3
135,136,4813,Evit000,Cu035,4,27.29999,45.79999,40.200005,4
136,137,4813,Evit000,Cu035,4,27.29999,53.79999,53.700005000000004,5
137,138,4813,Evit000,Cu035,4,27.29999,60.0,72.700005,6
138,139,4813,Evit000,Cu035,4,27.29999,68.69995,92.90000500000001,7
139,140,4813,Evit000,Cu035,4,27.29999,75.79999000000001,114.700005,8
140,141,4813,Evit000,Cu035,4,27.29999,80.79999000000001,132.800003,9
141,142,4813,Evit000,Cu035,4,27.29999,86.79999000000001,138.100006,10
142,143,4813,Evit000,Cu035,4,27.29999,91.39996,159.900005,11
143,144,4813,Evit000,Cu035,4,27.29999,99.79999000000001,182.100006,12
144,145,4814,Evit100,Cu035,4,26.2,26.2,,1
145,146,4814,Evit100,Cu035,4,26.2,31.099990000000002,9.900002,2
146,147,4814,Evit100,Cu035,4,26.2,34.59998,19.600006,3
147,148,4814,Evit100,Cu035,4,26.2,41.19998,30.0,4
148,149,4814,Evit100,Cu035,4,26.2,49.19998,37.400002,5
149,150,4814,Evit100,Cu035,4,26.2,55.59998,57.200005000000004,6
150,151,4814,Evit100,Cu035,4,26.2,62.59998,76.200005,7
151,152,4814,Evit100,Cu035,4,26.2,72.09998,93.000004,8
152,153,4814,Evit100,Cu035,4,26.2,77.5,109.800003,9
153,154,4814,Evit100,Cu035,4,26.2,83.79999000000001,127.400002,10
154,155,4814,Evit100,Cu035,4,26.2,93.39996,148.900002,11
155,156,4814,Evit100,Cu035,4,26.2,98.39996,174.400002,12
156,157,4815,Evit100,Cu175,4,24.89999,24.89999,,1
157,158,4815,Evit100,Cu175,4,24.89999,29.7,9.5,2
158,159,4815,Evit100,Cu175,4,24.89999,33.79999,19.0,3
159,160,4815,Evit100,Cu175,4,24.89999,38.79999,32.0,4
160,161,4815,Evit100,Cu175,4,24.89999,48.29999,45.5,5
161,162,4815,Evit100,Cu175,4,24.89999,52.89999,59.10000600000001,6
162,163,4815,Evit100,Cu175,4,24.89999,65.0,80.10000600000001,7
163,164,4815,Evit100,Cu175,4,24.89999,70.39996,104.600002,8
164,165,4815,Evit100,Cu175,4,24.89999,76.79999000000001,130.0,9
165,166,4815,Evit100,Cu175,4,24.89999,83.29999000000001,149.0,10
166,167,4815,Evit100,Cu175,4,24.89999,95.0,175.600006,11
167,168,4815,Evit100,Cu175,4,24.89999,102.69995,203.500008,12
168,169,4817,Evit000,Cu175,4,24.59999,24.59999,,1
169,170,4817,Evit000,Cu175,4,24.59999,28.0,9.0,2
170,171,4817,Evit000,Cu175,4,24.59999,34.59998,19.900002,3
171,172,4817,Evit000,Cu175,4,24.59999,41.5,33.900002,4
172,173,4817,Evit000,Cu175,4,24.59999,49.69998,47.000004,5
173,174,4817,Evit000,Cu175,4,24.59999,56.5,65.200001,6
174,175,4817,Evit000,Cu175,4,24.59999,66.89996,83.300003,7
175,176,4817,Evit000,Cu175,4,24.59999,75.79999000000001,106.400002,8
176,177,4817,Evit000,Cu175,4,24.59999,84.59998,125.900002,9
177,178,4817,Evit000,Cu175,4,24.59999,91.0,144.000004,10
178,179,4817,Evit000,Cu175,4,24.59999,98.79999000000001,168.20000100000001,11
179,180,4817,Evit000,Cu175,4,24.59999,107.19995,178.20000100000001,12
180,181,4854,Evit100,Cu000,6,29.0,29.0,,1
181,182,4854,Evit100,Cu000,6,29.0,32.69998,8.200001,2
182,183,4854,Evit100,Cu000,6,29.0,38.29999,19.800003,3
183,184,4854,Evit100,Cu000,6,29.0,45.5,30.0,4
184,185,4854,Evit100,Cu000,6,29.0,48.59998,40.0,5
185,186,4854,Evit100,Cu000,6,29.0,56.0,50.0,6
186,187,4854,Evit100,Cu000,6,29.0,62.59998,70.0,7
187,188,4854,Evit100,Cu000,6,29.0,70.19995,86.200001,8
188,189,4854,Evit100,Cu000,6,29.0,73.79999000000001,100.0,9
189,190,4854,Evit100,Cu000,6,29.0,80.29999000000001,120.5,10
190,191,4854,Evit100,Cu000,6,29.0,85.5,138.5,11
191,192,4854,Evit100,Cu000,6,29.0,93.09998,158.0,12
192,193,4856,Evit000,Cu000,6,32.0,32.0,,1
193,194,4856,Evit000,Cu000,6,32.0,35.19998,8.1,2
194,195,4856,Evit000,Cu000,6,32.0,41.5,19.600006,3
195,196,4856,Evit000,Cu000,6,32.0,47.69998,27.6,4
196,197,4856,Evit000,Cu000,6,32.0,53.79999,41.800003000000004,5
197,198,4856,Evit000,Cu000,6,32.0,61.59998,58.60000600000001,6
198,199,4856,Evit000,Cu000,6,32.0,70.0,75.200001,7
199,200,4856,Evit000,Cu000,6,32.0,79.09998,91.700005,8
200,201,4856,Evit000,Cu000,6,32.0,85.69995,109.0,9
201,202,4856,Evit000,Cu000,6,32.0,92.5,131.0,10
202,203,4856,Evit000,Cu000,6,32.0,101.09998,153.0,11
203,204,4856,Evit000,Cu000,6,32.0,109.0,177.6,12
204,205,4857,Evit000,Cu175,6,26.0,26.0,,1
205,206,4857,Evit000,Cu175,6,26.0,34.5,8.5,2
206,207,4857,Evit000,Cu175,6,26.0,40.39999,19.200004999999997,3
207,208,4857,Evit000,Cu175,6,26.0,45.0,29.0,4
208,209,4857,Evit000,Cu175,6,26.0,53.5,45.0,5
209,210,4857,Evit000,Cu175,6,26.0,60.199980000000004,62.300003000000004,6
210,211,4857,Evit000,Cu175,6,26.0,68.59998,89.700005,7
211,212,4857,Evit000,Cu175,6,26.0,73.39996,101.800003,8
212,213,4857,Evit000,Cu175,6,26.0,78.5,112.70000300000001,9
213,214,4857,Evit000,Cu175,6,26.0,86.0,135.300007,10
214,215,4857,Evit000,Cu175,6,26.0,90.59998,154.100002,11
215,216,4857,Evit000,Cu175,6,26.0,97.19995,168.700005,12
216,217,4858,Evit100,Cu035,6,28.0,28.0,,1
217,218,4858,Evit100,Cu035,6,28.0,31.2,8.0,2
218,219,4858,Evit100,Cu035,6,28.0,38.79999,16.700004999999997,3
219,220,4858,Evit100,Cu035,6,28.0,44.69998,31.800003000000004,4
220,221,4858,Evit100,Cu035,6,28.0,53.59998,50.500004,5
221,222,4858,Evit100,Cu035,6,28.0,59.199980000000004,71.10000600000001,6
222,223,4858,Evit100,Cu035,6,28.0,67.09998,87.10000600000001,7
223,224,4858,Evit100,Cu035,6,28.0,76.39996,107.300003,8
224,225,4858,Evit100,Cu035,6,28.0,83.79999000000001,133.200005,9
225,226,4858,Evit100,Cu035,6,28.0,71.59998,163.100006,10
226,227,4858,Evit100,Cu035,6,28.0,97.39996,190.800003,11
227,228,4858,Evit100,Cu035,6,28.0,107.09998,219.80000299999998,12
228,229,5389,Evit200,Cu175,7,24.29999,24.29999,,1
229,230,5389,Evit200,Cu175,7,24.29999,28.399990000000003,5.400002,2
230,231,5389,Evit200,Cu175,7,24.29999,36.0,20.0,3
231,232,5389,Evit200,Cu175,7,24.29999,40.29999,30.300003000000004,4
232,233,5389,Evit200,Cu175,7,24.29999,46.19998,41.800003000000004,5
233,234,5389,Evit200,Cu175,7,24.29999,51.89999,54.800003000000004,6
234,235,5389,Evit200,Cu175,7,24.29999,58.09998,69.000002,7
235,236,5389,Evit200,Cu175,7,24.29999,62.59998,83.800005,8
236,237,5389,Evit200,Cu175,7,24.29999,68.19995,97.200002,9
237,238,5389,Evit200,Cu175,7,24.29999,78.39996,114.20000300000001,10
238,239,5389,Evit200,Cu175,7,24.29999,87.5,131.100004,11
239,240,5389,Evit200,Cu175,7,24.29999,90.39996,147.000002,12
240,241,5392,Evit200,Cu035,7,24.59999,24.59999,,1
241,242,5392,Evit200,Cu035,7,24.59999,25.79999,7.700000999999999,2
242,243,5392,Evit200,Cu035,7,24.59999,28.599990000000002,19.999996,3
243,244,5392,Evit200,Cu035,7,24.59999,30.399990000000003,29.999996000000003,4
244,245,5392,Evit200,Cu035,7,24.59999,36.09998,39.999996,5
245,246,5392,Evit200,Cu035,7,24.59999,36.09998,47.499996,6
246,247,5392,Evit200,Cu035,7,24.59999,49.29999,62.499995999999996,7
247,248,5392,Evit200,Cu035,7,24.59999,57.89999,76.799999,8
248,249,5392,Evit200,Cu035,7,24.59999,63.0,89.499996,9
249,250,5392,Evit200,Cu035,7,24.59999,75.69995,104.999996,10
250,251,5392,Evit200,Cu035,7,24.59999,81.39996,123.999996,11
251,252,5392,Evit200,Cu035,7,24.59999,88.69995,142.799997,12
252,253,5497,Evit000,Cu000,8,21.2,21.2,,1
253,254,5497,Evit000,Cu000,8,21.2,25.79999,6.300001,2
254,255,5497,Evit000,Cu000,8,21.2,29.399990000000003,16.5,3
255,256,5497,Evit000,Cu000,8,21.2,36.79999,27.200001,4
256,257,5497,Evit000,Cu000,8,21.2,43.19998,40.200005,5
257,258,5497,Evit000,Cu000,8,21.2,51.09998,54.800003000000004,6
258,259,5497,Evit000,Cu000,8,21.2,59.29999,68.0,7
259,260,5497,Evit000,Cu000,8,21.2,66.0,85.200001,8
260,261,5497,Evit000,Cu000,8,21.2,72.79999000000001,101.10000600000001,9
261,262,5497,Evit000,Cu000,8,21.2,78.59998,119.5,10
262,263,5497,Evit000,Cu000,8,21.2,93.79999000000001,144.20000100000001,11
263,264,5497,Evit000,Cu000,8,21.2,95.19995,158.5,12
264,265,5500,Evit000,Cu035,8,17.0,17.0,,1
265,266,5500,Evit000,Cu035,8,17.0,19.0,5.200001,2
266,267,5500,Evit000,Cu035,8,17.0,23.0,18.5,3
267,268,5500,Evit000,Cu035,8,17.0,29.399990000000003,32.800003000000004,4
268,269,5500,Evit000,Cu035,8,17.0,34.59998,43.800003000000004,5
269,270,5500,Evit000,Cu035,8,17.0,40.59998,55.800003000000004,6
270,271,5500,Evit000,Cu035,8,17.0,46.59998,71.400002,7
271,272,5500,Evit000,Cu035,8,17.0,54.0,87.0,8
272,273,5500,Evit000,Cu035,8,17.0,62.5,103.800003,9
273,274,5500,Evit000,Cu035,8,17.0,70.0,124.800003,10
274,275,5500,Evit000,Cu035,8,17.0,78.29999000000001,147.300001,11
275,276,5500,Evit000,Cu035,8,17.0,83.19995,160.800003,12
276,277,5501,Evit100,Cu175,8,30.0,30.0,,1
277,278,5501,Evit100,Cu175,8,30.0,34.69998,10.0,2
278,279,5501,Evit100,Cu175,8,30.0,42.79999,22.5,3
279,280,5501,Evit100,Cu175,8,30.0,48.39999,35.200001,4
280,281,5501,Evit100,Cu175,8,30.0,53.29999,45.800003000000004,5
281,282,5501,Evit100,Cu175,8,30.0,60.0,60.0,6
282,283,5501,Evit100,Cu175,8,30.0,71.09998,75.200001,7
283,284,5501,Evit100,Cu175,8,30.0,77.39996,92.800003,8
284,285,5501,Evit100,Cu175,8,30.0,86.0,110.0,9
285,286,5501,Evit100,Cu175,8,30.0,94.5,128.0,10
286,287,5501,Evit100,Cu175,8,30.0,102.0,149.5,11
287,288,5501,Evit100,Cu175,8,30.0,104.59998,160.0,12
288,289,5502,Evit200,Cu000,8,29.599990000000002,29.599990000000002,,1
289,290,5502,Evit200,Cu000,8,29.599990000000002,34.19998,9.0,2
290,291,5502,Evit200,Cu000,8,29.599990000000002,43.0,21.400002,3
291,292,5502,Evit200,Cu000,8,29.599990000000002,50.0,36.5,4
292,293,5502,Evit200,Cu000,8,29.599990000000002,57.0,51.0,5
293,294,5502,Evit200,Cu000,8,29.599990000000002,63.5,66.800001,6
294,295,5502,Evit200,Cu000,8,29.599990000000002,72.69995,80.10000600000001,7
295,296,5502,Evit200,Cu000,8,29.599990000000002,78.69995,96.200001,8
296,297,5502,Evit200,Cu000,8,29.599990000000002,84.89996,109.800003,9
297,298,5502,Evit200,Cu000,8,29.599990000000002,91.0,126.800001,10
298,299,5502,Evit200,Cu000,8,29.599990000000002,96.39996,145.20000100000001,11
299,300,5502,Evit200,Cu000,8,29.599990000000002,100.19995,157.999996,12
300,301,5524,Evit100,Cu000,9,22.39999,22.39999,,1
301,302,5524,Evit100,Cu000,9,22.39999,25.2,10.0,2
302,303,5524,Evit100,Cu000,9,22.39999,30.0,26.699996999999996,3
303,304,5524,Evit100,Cu000,9,22.39999,36.5,39.799999,4
304,305,5524,Evit100,Cu000,9,22.39999,43.29999,55.199996999999996,5
305,306,5524,Evit100,Cu000,9,22.39999,50.0,74.499996,6
306,307,5524,Evit100,Cu000,9,22.39999,58.09998,85.999996,7
307,308,5524,Evit100,Cu000,9,22.39999,63.0,101.999996,8
308,309,5524,Evit100,Cu000,9,22.39999,70.69995,121.999996,9
309,310,5524,Evit100,Cu000,9,22.39999,78.09998,136.099997,10
310,311,5524,Evit100,Cu000,9,22.39999,83.5,136.099997,11
311,312,5527,Evit100,Cu175,9,26.599990000000002,26.599990000000002,,1
312,313,5527,Evit100,Cu175,9,26.599990000000002,28.2,10.0,2
313,314,5527,Evit100,Cu175,9,26.599990000000002,38.39999,30.0,3
314,315,5527,Evit100,Cu175,9,26.599990000000002,45.79999,50.0,4
315,316,5527,Evit100,Cu175,9,26.599990000000002,54.89999,60.0,5
316,317,5527,Evit100,Cu175,9,26.599990000000002,60.09998,78.5,6
317,318,5527,Evit100,Cu175,9,26.599990000000002,56.89999,86.200001,7
318,319,5527,Evit100,Cu175,9,26.599990000000002,64.89996,102.900002,8
319,320,5527,Evit100,Cu175,9,26.599990000000002,74.0,121.79998799999998,9
320,321,5527,Evit100,Cu175,9,26.599990000000002,81.89996,136.999992,10
321,322,5527,Evit100,Cu175,9,26.599990000000002,90.89996,136.999992,11
322,323,5528,Evit200,Cu000,9,24.0,24.0,,1
323,324,5528,Evit200,Cu000,9,24.0,28.2,10.0,2
324,325,5528,Evit200,Cu000,9,24.0,35.29999,20.0,3
325,326,5528,Evit200,Cu000,9,24.0,42.69998,32.100002,4
326,327,5528,Evit200,Cu000,9,24.0,48.19998,44.800003000000004,5
327,328,5528,Evit200,Cu000,9,24.0,53.199980000000004,58.5,6
328,329,5528,Evit200,Cu000,9,24.0,64.79999000000001,76.1,7
329,330,5528,Evit200,Cu000,9,24.0,71.5,94.200001,8
330,331,5528,Evit200,Cu000,9,24.0,76.09998,113.200001,9
331,332,5528,Evit200,Cu000,9,24.0,86.09998,134.900002,10
332,333,5528,Evit200,Cu000,9,24.0,92.5,146.1,11
333,334,5578,Evit100,Cu175,10,27.099990000000002,27.099990000000002,,1
334,335,5578,Evit100,Cu175,10,27.099990000000002,34.69998,11.100002,2
335,336,5578,Evit100,Cu175,10,27.099990000000002,40.69998,29.900002,3
336,337,5578,Evit100,Cu175,10,27.099990000000002,47.59998,45.300001,4
337,338,5578,Evit100,Cu175,10,27.099990000000002,56.5,65.6,5
338,339,5578,Evit100,Cu175,10,27.099990000000002,64.0,84.800001,6
339,340,5578,Evit100,Cu175,10,27.099990000000002,72.29999000000001,107.0,7
340,341,5578,Evit100,Cu175,10,27.099990000000002,82.0,135.1,8
341,342,5578,Evit100,Cu175,10,27.099990000000002,88.0,155.5,9
342,343,5578,Evit100,Cu175,10,27.099990000000002,95.09998,177.900002,10
343,344,5578,Evit100,Cu175,10,27.099990000000002,104.0,201.5,11
344,345,5578,Evit100,Cu175,10,27.099990000000002,105.69995,224.5,12
345,346,5581,Evit200,Cu000,10,27.0,27.0,,1
346,347,5581,Evit200,Cu000,10,27.0,30.0,6.800000999999999,2
347,348,5581,Evit200,Cu000,10,27.0,37.79999,19.5,3
348,349,5581,Evit200,Cu000,10,27.0,43.29999,31.100006,4
349,350,5581,Evit200,Cu000,10,27.0,51.5,46.200001,5
350,351,5581,Evit200,Cu000,10,27.0,57.0,59.900002,6
351,352,5581,Evit200,Cu000,10,27.0,63.699980000000004,76.1,7
352,353,5581,Evit200,Cu000,10,27.0,70.5,97.0,8
353,354,5581,Evit200,Cu000,10,27.0,80.39996,115.0,9
354,355,5581,Evit200,Cu000,10,27.0,92.0,138.800003,10
355,356,5581,Evit200,Cu000,10,27.0,100.0,158.20000100000001,11
356,357,5581,Evit200,Cu000,10,27.0,106.09998,177.900002,12
357,358,5582,Evit200,Cu175,10,29.5,29.5,,1
358,359,5582,Evit200,Cu175,10,29.5,31.399990000000003,6.800000999999999,2
359,360,5582,Evit200,Cu175,10,29.5,39.39999,19.6,3
360,361,5582,Evit200,Cu175,10,29.5,44.79999,30.300003000000004,4
361,362,5582,Evit200,Cu175,10,29.5,50.29999,41.400002,5
362,363,5582,Evit200,Cu175,10,29.5,57.0,55.0,6
363,364,5582,Evit200,Cu175,10,29.5,65.59998,71.0,7
364,365,5582,Evit200,Cu175,10,29.5,72.39996,86.800001,8
365,366,5582,Evit200,Cu175,10,29.5,80.19995,105.200001,9
366,367,5582,Evit200,Cu175,10,29.5,90.39996,127.800001,10
367,368,5582,Evit200,Cu175,10,29.5,95.0,149.5,11
368,369,5582,Evit200,Cu175,10,29.5,99.09998,167.5,12
369,370,5850,Evit200,Cu000,12,22.79999,22.79999,,1
370,371,5850,Evit200,Cu000,12,22.79999,27.0,6.0,2
371,372,5850,Evit200,Cu000,12,22.79999,33.89999,18.200001,3
372,373,5850,Evit200,Cu000,12,22.79999,37.69998,27.0,4
373,374,5850,Evit200,Cu000,12,22.79999,41.39999,36.300001,5
374,375,5850,Evit200,Cu000,12,22.79999,48.19998,48.0,6
375,376,5850,Evit200,Cu000,12,22.79999,53.699980000000004,60.200005000000004,7
376,377,5850,Evit200,Cu000,12,22.79999,62.59998,76.200001,8
377,378,5850,Evit200,Cu000,12,22.79999,70.39996,93.0,9
378,379,5850,Evit200,Cu000,12,22.79999,78.5,120.0,10
379,380,5850,Evit200,Cu000,12,22.79999,85.89996,127.5,11
380,381,5850,Evit200,Cu000,12,22.79999,94.0,146.800001,12
381,382,5851,Evit200,Cu175,12,22.29999,22.29999,,1
382,383,5851,Evit200,Cu175,12,22.29999,24.7,5.900002,2
383,384,5851,Evit200,Cu175,12,22.29999,30.399990000000003,15.0,3
384,385,5851,Evit200,Cu175,12,22.29999,36.89999,25.200001,4
385,386,5851,Evit200,Cu175,12,22.29999,44.09998,39.0,5
386,387,5851,Evit200,Cu175,12,22.29999,52.79999,56.0,6
